student_no,subject,location,spcl_prog_text,resident,s1_gender,class,checkin date
1320849,Chem,HUB Commuter Commons,None,1,F,2,1-Oct-13
1320849,Chem,HUB Commuter Commons,None,1,F,2,2-Oct-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,7-Oct-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,8-Oct-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,9-Oct-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,10-Oct-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,11-Oct-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,14-Oct-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,15-Oct-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,17-Oct-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,18-Oct-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,21-Oct-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,22-Oct-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,24-Oct-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,25-Oct-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,28-Oct-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,29-Oct-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,30-Oct-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,31-Oct-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,1-Nov-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,4-Nov-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,5-Nov-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,6-Nov-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,7-Nov-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,8-Nov-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,12-Nov-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,13-Nov-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,14-Nov-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,18-Nov-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,19-Nov-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,20-Nov-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,21-Nov-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,2-Dec-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,3-Dec-13
1320849,Commuter Commons,HUB Commuter Commons,None,1,F,2,9-Dec-13
1320854,Chem,HUB Commuter Commons,None,1,F,2,25-Sep-13
1320854,Chem,HUB Commuter Commons,None,1,F,2,26-Sep-13
1320854,Chem,HUB Commuter Commons,None,1,F,2,27-Sep-13
1320854,Chem,HUB Commuter Commons,None,1,F,2,30-Sep-13
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,7-Oct-13
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,9-Oct-13
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,11-Oct-13
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,14-Oct-13
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,15-Oct-13
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,16-Oct-13
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,21-Oct-13
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,23-Oct-13
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,24-Oct-13
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,25-Oct-13
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,28-Oct-13
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,30-Oct-13
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,31-Oct-13
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,4-Nov-13
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,5-Nov-13
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,12-Nov-13
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,15-Nov-13
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,18-Nov-13
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,19-Nov-13
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,22-Nov-13
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,27-Nov-13
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,3-Dec-13
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,5-Dec-13
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,6-Dec-13
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,6-Jan-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,7-Jan-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,8-Jan-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,9-Jan-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,10-Jan-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,16-Jan-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,17-Jan-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,23-Jan-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,24-Jan-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,27-Jan-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,29-Jan-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,31-Jan-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,3-Feb-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,5-Feb-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,7-Feb-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,14-Feb-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,19-Feb-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,20-Feb-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,21-Feb-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,24-Feb-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,26-Feb-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,27-Feb-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,28-Feb-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,3-Mar-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,5-Mar-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,7-Mar-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,31-Mar-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,1-Apr-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,9-Apr-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,10-Apr-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,11-Apr-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,15-Apr-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,18-Apr-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,21-Apr-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,22-Apr-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,23-Apr-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,24-Apr-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,25-Apr-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,28-Apr-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,29-Apr-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,30-Apr-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,1-May-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,2-May-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,5-May-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,6-May-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,8-May-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,9-May-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,12-May-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,13-May-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,14-May-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,15-May-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,19-May-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,21-May-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,23-May-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,27-May-14
1320854,Commuter Commons,HUB Commuter Commons,None,1,F,2,28-May-14
1320854,ECON,MHG Front Desk,None,1,F,2,14-May-14
1320854,Math,MHG Front Desk,None,1,F,2,4-Dec-13
1320855,Commuter Commons,HUB Commuter Commons,None,1,F,2,20-May-14
1320855,Commuter Commons,HUB Commuter Commons,None,1,F,2,20-May-14
1320857,Commuter Commons,HUB Commuter Commons,None,1,F,2,10-Mar-14
1320879,Commuter Commons,HUB Commuter Commons,None,1,F,2,9-Apr-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,18-Oct-13
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,5-Nov-13
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,8-Nov-13
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,12-Nov-13
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,13-Nov-13
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,14-Nov-13
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,15-Nov-13
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,18-Nov-13
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,19-Nov-13
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,19-Nov-13
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,20-Nov-13
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,21-Nov-13
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,22-Nov-13
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,2-Dec-13
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,3-Dec-13
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,5-Dec-13
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,6-Dec-13
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,8-Jan-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,10-Jan-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,14-Jan-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,15-Jan-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,17-Jan-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,21-Jan-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,22-Jan-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,24-Jan-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,28-Jan-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,29-Jan-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,3-Feb-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,4-Feb-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,5-Feb-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,10-Feb-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,11-Feb-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,12-Feb-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,14-Feb-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,18-Feb-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,25-Feb-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,26-Feb-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,4-Mar-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,10-Mar-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,11-Mar-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,17-Mar-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,31-Mar-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,1-Apr-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,2-Apr-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,7-Apr-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,8-Apr-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,10-Apr-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,14-Apr-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,15-Apr-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,16-Apr-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,21-Apr-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,22-Apr-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,29-Apr-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,1-May-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,6-May-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,7-May-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,13-May-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,14-May-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,15-May-14
1320880,Commuter Commons,HUB Commuter Commons,None,1,F,2,19-May-14
1320886,Commuter Commons,HUB Commuter Commons,None,1,F,2,5-Mar-14
1320905,Commuter Commons,HUB Commuter Commons,None,1,M,3,6-Feb-14
1320905,Commuter Commons,HUB Commuter Commons,None,1,M,3,19-May-14
1320912,Commuter Commons,HUB Commuter Commons,None,1,F,2,8-Oct-13
1320948,Chem,HUB Commuter Commons,None,1,M,2,27-Sep-13
1320948,Commuter Commons,HUB Commuter Commons,None,1,M,2,14-Mar-14
1320966,CSE,MHG Front Desk,None,1,M,2,28-Apr-14
1320968,Math,MHG Front Desk,None,2,M,2,2-Oct-13
1320968,Math,MHG Front Desk,None,2,M,2,15-Oct-13
1320977,Math,MHG Front Desk,None,1,F,2,5-May-14
1320988,Math,MHG Front Desk,None,2,F,3,16-Apr-14
1321011,Commuter Commons,HUB Commuter Commons,None,1,F,2,28-Jan-14
1321011,Commuter Commons,HUB Commuter Commons,None,1,F,2,31-Mar-14
1321021,Chem,HUB Commuter Commons,None,1,M,3,25-Sep-13
1321021,Chem,HUB Commuter Commons,None,1,M,3,26-Sep-13
1321021,Chem,HUB Commuter Commons,None,1,M,3,27-Sep-13
1321021,Chem,HUB Commuter Commons,None,1,M,3,30-Sep-13
1321021,Chem,HUB Commuter Commons,None,1,M,3,1-Oct-13
1321021,Chem,HUB Commuter Commons,None,1,M,3,2-Oct-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,7-Oct-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,8-Oct-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,9-Oct-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,10-Oct-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,11-Oct-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,14-Oct-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,15-Oct-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,16-Oct-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,17-Oct-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,18-Oct-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,21-Oct-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,22-Oct-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,23-Oct-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,24-Oct-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,25-Oct-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,28-Oct-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,29-Oct-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,30-Oct-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,31-Oct-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,1-Nov-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,4-Nov-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,5-Nov-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,7-Nov-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,8-Nov-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,12-Nov-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,13-Nov-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,14-Nov-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,15-Nov-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,18-Nov-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,19-Nov-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,20-Nov-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,22-Nov-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,25-Nov-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,26-Nov-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,27-Nov-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,2-Dec-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,3-Dec-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,4-Dec-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,5-Dec-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,6-Dec-13
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,6-Jan-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,7-Jan-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,8-Jan-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,10-Jan-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,14-Jan-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,15-Jan-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,16-Jan-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,21-Jan-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,22-Jan-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,23-Jan-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,24-Jan-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,27-Jan-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,29-Jan-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,3-Feb-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,4-Feb-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,10-Feb-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,11-Feb-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,13-Feb-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,18-Feb-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,19-Feb-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,20-Feb-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,21-Feb-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,24-Feb-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,27-Feb-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,28-Feb-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,4-Mar-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,5-Mar-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,6-Mar-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,7-Mar-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,10-Mar-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,12-Mar-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,1-Apr-14
1321021,Commuter Commons,HUB Commuter Commons,None,1,M,3,16-May-14
1321037,Chem,HUB Commuter Commons,None,1,M,1,25-Sep-13
1321037,Chem,HUB Commuter Commons,None,1,M,1,26-Sep-13
1321037,Chem,HUB Commuter Commons,None,1,M,1,27-Sep-13
1321037,Chem,HUB Commuter Commons,None,1,M,1,1-Oct-13
1321037,Chem,HUB Commuter Commons,None,1,M,1,2-Oct-13
1321037,Chem,HUB Commuter Commons,None,1,M,1,3-Oct-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,8-Oct-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,9-Oct-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,10-Oct-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,15-Oct-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,16-Oct-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,17-Oct-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,18-Oct-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,22-Oct-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,23-Oct-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,24-Oct-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,25-Oct-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,28-Oct-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,29-Oct-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,30-Oct-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,31-Oct-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,1-Nov-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,5-Nov-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,6-Nov-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,7-Nov-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,8-Nov-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,12-Nov-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,12-Nov-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,13-Nov-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,14-Nov-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,15-Nov-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,19-Nov-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,20-Nov-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,21-Nov-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,22-Nov-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,25-Nov-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,26-Nov-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,2-Dec-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,3-Dec-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,4-Dec-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,11-Dec-13
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,6-Jan-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,7-Jan-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,9-Jan-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,14-Jan-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,15-Jan-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,16-Jan-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,21-Jan-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,22-Jan-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,23-Jan-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,24-Jan-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,28-Jan-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,29-Jan-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,30-Jan-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,3-Feb-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,4-Feb-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,5-Feb-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,6-Feb-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,7-Feb-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,10-Feb-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,12-Feb-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,13-Feb-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,14-Feb-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,19-Feb-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,20-Feb-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,21-Feb-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,24-Feb-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,26-Feb-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,27-Feb-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,5-Mar-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,6-Mar-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,10-Mar-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,11-Mar-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,12-Mar-14
1321037,Commuter Commons,HUB Commuter Commons,None,1,M,1,13-Mar-14
1321041,Commuter Commons,HUB Commuter Commons,None,1,M,3,7-Feb-14
1321041,Commuter Commons,HUB Commuter Commons,None,1,M,3,8-May-14
1321077,Commuter Commons,HUB Commuter Commons,None,1,M,2,16-Oct-13
1321077,Commuter Commons,HUB Commuter Commons,None,1,M,2,16-Oct-13
1321077,Commuter Commons,HUB Commuter Commons,None,1,M,2,18-Oct-13
1321077,Commuter Commons,HUB Commuter Commons,None,1,M,2,18-Oct-13
1321077,Commuter Commons,HUB Commuter Commons,None,1,M,2,23-Oct-13
1321077,Commuter Commons,HUB Commuter Commons,None,1,M,2,23-Oct-13
1321077,Commuter Commons,HUB Commuter Commons,None,1,M,2,24-Oct-13
1321077,Commuter Commons,HUB Commuter Commons,None,1,M,2,24-Oct-13
